run_time,ticker,bar_start,broker_bar_end,close,previous_close,daily_change,daily_change_pct,volume_shares,volume_lots,wr5,psy12,psy24,k,d,j,wr5_previous,psy12_previous,psy24_previous,j_previous,wr_direction,psy12_direction,psy24_direction,j_direction,alignment_score,alignment,three_in_one_status,wr_status,psy12_status,psy24_status,j_status,freshness,quote_age_minutes,safety_notice,bias3,mtm3,di_osc,d_minus_m
2026-08-07 02:36:38,2454.TW,2026-08-07 10:15,2026-08-07 10:20,3925.0,3920.0,5.0,0.1275510204081632,2696772,2696.772,-20.0,58.333333333333336,54.16666666666666,24.95979497248081,19.107765524196296,36.663853869049845,-62.5,58.333333333333336,50.0,13.288909109388918,↑,→,↑,↑,2,2/3,🟡 TWO OF THREE ALIGNED,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟢 RECOVERY TRIGGER,🟡 DELAYED,21.6415885,Research only — do not use for execution,,,,
2026-08-07 02:36:38,2882.TW,2026-08-07 10:15,2026-08-07 10:20,99.3000030517578,97.5,1.8000030517578125,1.8461569761618588,4732181,4732.181,-0.0,50.0,41.66666666666667,70.8161775217213,51.90642560769377,108.63568134977636,-0.0,58.333333333333336,41.66666666666667,83.76969954638588,→,↓,→,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.64406381666667,Research only — do not use for execution,,,,
2026-08-07 02:41:29,0050.TW,2026-08-07 10:20,2026-08-07 10:25,102.9000015258789,103.04000091552734,-0.1399993896484375,-0.1358689716658772,30242023,30242.023,-18.181439866833124,50.0,45.83333333333333,55.987926520543255,37.93109851908363,92.1015825234625,-9.091413510889168,50.0,50.0,71.4124601059867,↓,→,↓,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.490092933333337,Research only — do not use for execution,,,,
2026-08-07 02:41:29,2330.TW,2026-08-07 10:20,2026-08-07 10:25,2380.0,2365.0,15.0,0.6342494714587738,6001952,6001.952,-0.0,33.33333333333333,33.33333333333333,74.27081776538978,53.04818777643639,116.71607774329657,-0.0,33.33333333333333,33.33333333333333,99.34493438033462,→,→,→,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.49198098333333,Research only — do not use for execution,,,,
2026-08-07 02:41:29,2454.TW,2026-08-07 10:20,2026-08-07 10:25,3930.0,3920.0,10.0,0.2551020408163265,2751758,2751.758,-16.666666666666668,50.0,50.0,37.62751763597486,26.1040614956122,60.67442991670018,-16.666666666666668,58.333333333333336,54.16666666666666,45.30582917769182,→,↓,↓,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.493978016666667,Research only — do not use for execution,,,,
2026-08-07 02:41:29,2882.TW,2026-08-07 10:20,2026-08-07 10:25,99.3000030517578,97.5,1.8000030517578125,1.8461569761618588,4777071,4777.071,-14.285402883892274,41.66666666666667,41.66666666666667,73.59980635763065,58.21164425898159,104.37613055492878,-14.285402883892274,50.0,41.66666666666667,98.9136445635194,→,↓,→,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.496579466666667,Research only — do not use for execution,,,,
2026-08-07 02:46:30,0050.TW,2026-08-07 10:25,2026-08-07 10:30,102.9499969482422,103.04000091552734,-0.0900039672851562,-0.0873485699587113,31115580,31115.58,-9.091413510889168,41.66666666666667,41.66666666666667,69.64815236694221,49.17678508732864,110.59088692616936,-9.091413510889168,50.0,45.83333333333333,99.17160302253,→,↓,↓,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.51470408333333,Research only — do not use for execution,,,,
2026-08-07 02:46:31,2330.TW,2026-08-07 10:25,2026-08-07 10:30,2380.0,2365.0,15.0,0.6342494714587738,6093498,6093.498,-0.0,25.0,33.33333333333333,82.84721184359319,62.98119579882199,122.5792439331356,-0.0,33.33333333333333,33.33333333333333,116.71607774329657,→,↓,→,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,🔴 LOW,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.517120266666662,Research only — do not use for execution,,,,
2026-08-07 02:46:31,2454.TW,2026-08-07 10:25,2026-08-07 10:30,3920.0,3920.0,0.0,0.0,2824309,2824.309,-50.0,41.66666666666667,50.0,36.19612286842768,29.46808195321736,49.65220469884832,-16.666666666666668,50.0,50.0,60.67442991670018,↓,↓,→,↓,0,0/3,🔴 NO UPWARD ALIGNMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.5193423,Research only — do not use for execution,,,,
2026-08-07 02:46:31,2882.TW,2026-08-07 10:25,2026-08-07 10:30,99.3000030517578,97.5,1.8000030517578125,1.8461569761618588,4822924,4822.924,-19.99969482421875,33.33333333333333,37.5,78.23328371097698,64.88552407631339,104.92880298030414,-14.285402883892274,41.66666666666667,41.66666666666667,104.37613055492878,↓,↓,↓,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.52153153333333,Research only — do not use for execution,,,,
2026-08-07 02:51:32,0050.TW,2026-08-07 10:30,2026-08-07 10:35,102.8000030517578,103.04000091552734,-0.2399978637695312,-0.232917179383842,32811946,32811.946,-36.36287973366625,41.66666666666667,41.66666666666667,65.6244691431963,53.98601115365905,88.9013851222708,-18.181439866833124,41.66666666666667,41.66666666666667,103.52086642710182,↓,→,→,↓,0,0/3,🔴 NO UPWARD ALIGNMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.54088355,Research only — do not use for execution,,,,
2026-08-07 02:51:32,2330.TW,2026-08-07 10:30,2026-08-07 10:35,2375.0,2365.0,10.0,0.4228329809725158,6619138,6619.138,-33.333333333333336,25.0,33.33333333333333,70.04628937721026,62.86709118914894,84.4046857533329,-33.333333333333336,25.0,33.33333333333333,96.65331800720966,→,→,→,↓,0,0/3,🔴 NO UPWARD ALIGNMENT,⚪ NEUTRAL,🔴 LOW,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.5428214,Research only — do not use for execution,,,,
2026-08-07 02:51:32,2454.TW,2026-08-07 10:30,2026-08-07 10:35,3925.0,3920.0,5.0,0.1275510204081632,2861571,2861.571,-33.333333333333336,41.66666666666667,50.0,43.26655104808759,34.89061691899715,60.01841930626848,-33.333333333333336,41.66666666666667,50.0,58.29418000749031,→,→,→,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.54500925,Research only — do not use for execution,,,,
2026-08-07 02:51:32,2882.TW,2026-08-07 10:30,2026-08-07 10:35,99.0999984741211,97.5,1.5999984741210938,1.6410240760216348,4911711,4911.711,-60.0006103515625,33.33333333333333,37.5,70.2108396118706,65.73465034720218,79.16321814120744,-40.00091552734375,33.33333333333333,37.5,95.20602445018618,↓,→,→,↓,0,0/3,🔴 NO UPWARD ALIGNMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🟡 DELAYED,21.547956916666667,Research only — do not use for execution,,,,
2026-08-07 02:56:33,0050.TW,2026-08-07 10:35,2026-08-07 10:40,102.9499969482422,103.04000091552734,-0.0900039672851562,-0.0873485699587113,33650231,33650.231,-20.001220703125,50.0,41.66666666666667,80.11283408578494,64.71506074012895,110.90838077709694,-9.091413510889168,50.0,45.83333333333333,110.11252551776408,↓,→,↓,↑,1,1/3,⚪ EARLY / ISOLATED MOVEMENT,⚪ NEUTRAL,⚪ NEUTRAL,⚪ NEUTRAL,🔴 EXTREME HIGH,🟡 DELAYED,21.56650785,Research only — do not use for execution,,,,
