Ticker,T_action,FWD10,Winner,MAE10,IntactBreathingMAE,FirstDeterioration,DeteriorationLag,DistanceAtDetClose,DistanceAtDetLow
2330,2023-05-18,3.9622641509434064,True,-1.132075471698113,-0.18867924528301883,BIAS3,3,0.0,-0.9433962264150941
2330,2023-05-25,2.946593001841613,True,1.2891344383057168,3.6832412523020164,BIAS3,3,4.23572744014733,3.6832412523020164
2330,2023-12-19,-1.1965811965811923,False,-1.7094017094017144,-0.34188034188034067,BIAS3,2,-1.3675213675213627,-1.7094017094017144
2330,2023-12-27,-1.0135135135135087,False,-3.0405405405405372,-0.5067567567567544,BIAS3,4,-2.3648648648648685,-2.7027027027026973
2330,2023-12-28,-1.5177065767284947,False,-3.204047217537942,-0.6745362563237767,BIAS3,3,-2.5295109612141653,-2.866779089376059
2330,2024-01-19,1.437699680511173,True,-1.1182108626198062,-0.6389776357827448,BIAS3,7,2.5559105431310014,2.5559105431310014
2330,2024-01-25,5.607476635514019,True,-3.5825545171339512,-0.4672897196261627,BIAS3,3,0.0,0.0
2330,2024-09-20,3.802672147995878,True,-1.6443987667009274,-0.20554984583761593,BIAS3,5,2.7749229188078095,2.7749229188078095
2330,2024-09-24,5.876393110435663,True,-3.039513677811545,1.1144883485308954,BIAS3,3,1.317122593718345,1.317122593718345
2330,2024-09-25,3.9800995024875663,True,-4.7761194029850795,0.0,BIAS3,2,-0.497512437810943,-0.497512437810943
2330,2025-01-07,-0.8849557522123908,False,-5.752212389380529,0.0,BIAS3,1,-2.212389380530977,-2.212389380530977
2330,2025-06-11,0.4694835680751241,True,-4.694835680751175,0.0,BIAS3,1,-1.8779342723004744,-1.8779342723004744
2330,2025-08-12,-0.4237288135593209,False,-3.8135593220338992,0.4237288135593209,BIAS3,2,-0.4237288135593209,-0.4237288135593209
2330,2025-09-09,11.66666666666667,True,1.2499999999999956,1.2499999999999956,BIAS3,6,5.41666666666667,5.41666666666667
2330,2025-09-10,9.387755102040815,True,0.8163265306122547,0.8163265306122547,BIAS3,5,3.2653061224489743,3.2653061224489743
2330,2025-09-11,6.451612903225801,True,0.8064516129032251,0.8064516129032251,BIAS3,4,2.016129032258074,2.016129032258074
2330,2025-09-16,3.515625,True,-1.171875,0.0,BIAS3,1,-1.171875,-1.171875
2330,2025-12-10,-0.6644518272425293,False,-5.980066445182719,0.0,BIAS3,1,-2.3255813953488413,-2.657807308970095
2330,2026-04-09,6.39386189258313,True,0.7672634271099765,0.7672634271099765,BIAS3,6,3.8363171355498826,3.8363171355498826
2454,2021-12-27,-5.676855895196509,False,-6.986899563318783,0.8733624454148492,BIAS3,4,0.4366812227074135,0.0
2454,2022-02-17,-9.292035398230093,False,-9.292035398230091,0.0,BIAS3,1,-0.8849557522123908,-2.212389380530977
2454,2022-05-30,0.2277904328018332,True,-1.3667425968109326,-1.252847380410027,BIAS3,3,2.277904328018221,2.1640091116173155
2454,2022-05-31,-2.3204419889502725,False,-4.3093922651933685,-0.9944751381215422,BIAS3,2,-0.7734806629834279,-0.8839779005524906
2454,2022-06-08,-13.2258064516129,False,-13.440860215053762,-1.7204301075268824,BIAS3,3,-4.623655913978498,-4.8387096774193505
2454,2023-03-06,-1.7857142857142905,False,-5.229591836734693,-0.12755102040816757,BIAS3,2,-2.0408163265306145,-2.423469387755106
2454,2023-05-22,7.659574468085117,True,-0.5673758865248235,-0.5673758865248235,BIAS3,3,0.42553191489360653,0.14184397163119478
2454,2023-05-23,5.72625698324023,True,-2.0949720670391025,-2.0949720670391025,BIAS3,2,-1.1173184357541888,-1.3966480446927387
2454,2023-09-05,7.660167130919215,True,-2.36768802228412,0.0,BIAS3,1,-0.835654596100277,-0.835654596100277
2454,2024-02-15,13.683127572016463,True,-2.1604938271604923,-0.92592592592593,BIAS3,2,-0.92592592592593,-2.1604938271604923
2454,2025-07-09,5.535055350553497,True,0.36900369003689537,0.36900369003689537,BIAS3,3,2.2140221402213944,2.2140221402213944
2454,2025-07-10,2.1428571428571352,True,-1.4285714285714235,-0.7142857142857117,BIAS3,2,-1.0714285714285676,-1.0714285714285676
2454,2025-09-09,-8.94039735099338,False,-8.94039735099338,-1.655629139072845,BIAS3,2,-1.9867549668874163,-1.9867549668874163
2454,2025-09-16,-16.28664495114006,False,-16.28664495114006,-1.6286644951140072,BIAS3,2,-1.6286644951140072,-2.6058631921824116
2454,2026-01-05,-2.622950819672132,False,-7.21311475409836,0.0,BIAS3,1,-2.622950819672132,-2.950819672131144
0050,2021-12-24,3.1457531660253224,True,0.03495494630623153,0.03495494630623153,BIAS3,4,1.7126857014856167,1.6078315293188927
0050,2021-12-27,2.878952015949188,True,0.10406462825187646,0.10406462825187646,BIAS3,3,0.9365287274899936,0.8324746845934872
0050,2022-06-08,-7.220499092706268,False,-7.336959901964645,0.0,MTM3,1,-0.3105661069842447,-0.8928583063905537
0050,2022-11-09,10.622008109206792,True,-1.244022059098382,-1.244022059098382,BIAS3,6,9.617227800725182,7.990429161838386
0050,2022-11-11,7.064217383708438,True,0.366973876953125,0.366973876953125,BIAS3,4,5.091745919043866,3.53210869185423
0050,2023-03-23,-0.8206811756443222,False,-1.395155494075162,-0.24620059591302645,BIAS3,2,-0.3282737225178356,-0.5334440164289078
0050,2023-05-18,2.4559966946577694,True,-0.8596013414992387,0.04092953069074756,BIAS3,2,0.12280108391740097,-0.0409357766133156
0050,2023-12-15,1.3089005534363984,True,-1.2341016710143426,-0.8227306431071835,BIAS3,2,-0.224385234559088,-0.7105437321812014
0050,2024-09-24,3.8648615656672094,True,-1.0810810810810811,1.2702735694678946,BIAS3,4,-0.567569217166386,-0.567569217166386
0050,2024-09-25,2.423437044877663,True,-2.5299600532623145,0.4527329446155193,BIAS3,3,-2.0239696680467656,-2.0239696680467656
0050,2025-01-07,-2.78864829669655,False,-5.210368989481429,0.0,BIAS3,1,-1.4921662837785399,-1.638938818375446
0050,2025-09-09,8.441556787110605,True,0.9276437585255648,0.9276437585255648,BIAS3,6,4.5454487548870715,4.359922834126073
0050,2025-09-10,6.278436242108798,True,0.5459494684172617,0.5459494684172617,BIAS3,5,2.5477664999885574,2.365785657890873
0050,2025-09-16,2.3788519367772487,True,-0.8810572687224627,0.0,BIAS3,1,-0.7048485037513874,-0.8810572687224627
0050,2025-12-08,-0.4709564104669272,False,-3.3751985873283874,-0.2354811995012973,BIAS3,3,-0.5494541359911564,-0.7849293469567753
0050,2026-02-11,-4.663210643045323,False,-7.189113525592761,0.0,BIAS3,5,4.080313018653081,2.525912765183236
0050,2026-02-24,-1.5113407488356323,False,-9.760705102095034,1.0705270249195875,BIAS3,3,1.1964696851202827,-0.31486145490629003
2603,2022-04-21,5.841924398625431,True,-8.591065292096223,-1.3745704467353903,BIAS3,2,-4.123711340206182,-4.467353951890029
2603,2022-05-04,-9.24092409240924,False,-10.89108910891089,-1.980198019801982,BIAS3,3,-2.970297029702973,-2.970297029702973
2603,2022-11-14,1.2861736334405238,True,-5.787781350482312,-2.2508038585209,BIAS3,2,-0.6430868167202619,-1.2861736334405127
2603,2022-12-22,-7.288629737609331,False,-9.037900874635573,0.0,BIAS3,1,-2.3323615160349864,-3.498542274052474
2603,2023-03-01,7.051282051282048,True,0.9615384615384581,0.9615384615384581,BIAS3,5,3.205128205128216,3.205128205128216
2603,2023-06-12,1.2861736334405238,True,-0.6430868167202619,-0.6430868167202619,BIAS3,5,4.180064308681675,4.180064308681675
2603,2023-06-14,-42.10526315789473,False,-44.582043343653254,-0.6191950464396245,BIAS3,3,0.3095975232198178,0.3095975232198178
2603,2023-09-14,5.936073059360725,True,0.0,0.0,BIAS3,3,5.936073059360725,4.109589041095885
2603,2023-09-15,-4.2194092827004255,False,-5.485232067510548,-2.5316455696202556,BIAS3,2,-2.1097046413502074,-3.797468354430378
2603,2023-12-04,19.409282700421947,True,-2.9535864978902926,-2.1097046413502074,BIAS3,2,-1.2658227848101222,-2.5316455696202556
2603,2023-12-08,29.11392405063291,True,0.42194092827003704,0.42194092827003704,BIAS3,4,8.860759493670889,7.594936708860756
2603,2024-02-29,10.876132930513592,True,-2.4169184290030232,-2.4169184290030232,BIAS3,4,3.6253776435045237,3.0211480362537735
2603,2024-04-26,9.89304812834224,True,-8.021390374331549,-0.8021390374331583,BIAS3,3,-2.941176470588236,-3.208556149732622
2603,2024-08-13,2.8011204481792618,True,0.8403361344537785,0.8403361344537785,BIAS3,6,5.042016806722693,4.201680672268915
2603,2024-08-14,0.8264462809917328,True,-0.27548209366391463,-0.27548209366391463,BIAS3,5,3.305785123966931,2.4793388429751984
2603,2024-08-16,1.0752688172043,True,-2.6881720430107503,-0.8064516129032251,BIAS3,3,0.8064516129032251,0.0
2603,2024-09-18,-0.5347593582887722,False,-1.0695187165775444,-0.2673796791443861,BIAS3,6,10.160427807486627,9.625668449197855
2603,2024-09-20,0.0,False,-3.1746031746031744,0.0,BIAS3,4,8.994708994709,8.465608465608465
2603,2024-09-24,-8.823529411764708,False,-10.29411764705882,0.0,BIAS3,2,0.9803921568627416,0.4901960784313708
2603,2024-09-25,-10.739856801909308,False,-12.649164677804292,0.0,BIAS3,1,-1.670644391408116,-2.1479713603818618
2603,2025-12-19,2.156334231805923,True,-0.5390835579514808,-0.5390835579514808,BIAS3,7,2.42587601078168,2.156334231805923
2603,2025-12-23,4.0322580645161255,True,-0.26881720430107503,-0.26881720430107503,BIAS3,5,2.1505376344086002,1.8817204301075252
2603,2026-02-25,10.15625,True,1.041666666666674,1.041666666666674,BIAS3,4,9.114583333333325,7.8125
2603,2026-05-05,-5.288461538461542,False,-6.009615384615385,0.48076923076922906,BIAS3,3,1.6826923076923128,1.4423076923076872
2603,2026-05-06,0.2358490566037652,True,-7.783018867924529,-0.2358490566037763,BIAS3,2,-0.2358490566037763,-0.4716981132075526
2382,2023-01-04,5.825249190739212,True,-1.386962581363893,0.0,MTM3,1,-1.2482684395644483,-1.386962581363893
2382,2023-01-10,2.8378357758393147,True,-0.9459418219489035,0.0,BIAS3,1,-0.5405426025390625,-0.9459418219489035
2382,2023-01-16,4.588396215779045,True,0.0,0.0,BIAS3,3,0.8097145566482666,0.8097145566482666
2382,2023-10-06,-17.878192534381142,False,-21.807465618860512,0.0,BIAS3,1,-6.483300589390961,-6.483300589390961
2382,2023-11-20,-6.839622641509435,False,-8.9622641509434,1.4150943396226356,BIAS3,2,-1.650943396226412,-1.8867924528301883
2382,2023-11-21,-10.344827586206897,False,-11.494252873563216,0.0,BIAS3,1,-4.137931034482756,-4.367816091954024
2382,2023-12-21,0.0,False,-3.0162412993039456,-0.9280742459396807,BIAS3,4,0.0,-0.696055684454755
2382,2023-12-28,6.451612903225801,True,-3.686635944700456,0.23041474654377225,BIAS3,2,-1.382488479262678,-1.6129032258064502
2382,2023-12-29,0.8908685968819663,True,-6.904231625835189,0.0,BIAS3,1,-4.677060133630285,-4.899777282850781
2382,2024-03-22,11.456310679611658,True,-2.5242718446601975,0.0,BIAS3,1,-0.9708737864077666,-0.9708737864077666
2382,2024-06-19,-2.531645569620256,False,-7.120253164556967,0.6329113924050667,BIAS3,2,1.1075949367088667,-1.5822784810126556
2382,2024-06-20,-6.36363636363636,False,-11.060606060606059,0.0,BIAS3,1,-3.1818181818181857,-5.757575757575761
2382,2024-10-09,11.517367458866534,True,0.9140767824497242,0.9140767824497242,BIAS3,10,11.517367458866534,10.968921389396712
2382,2024-10-11,9.92907801418439,True,-1.2411347517730542,-1.2411347517730542,BIAS3,9,8.15602836879432,7.624113475177308
2382,2026-02-10,1.403508771929829,True,-1.403508771929829,-1.403508771929829,BIAS3,2,-0.5263157894736858,-0.8771929824561431
2382,2026-02-25,-3.025210084033614,False,-8.571428571428575,-2.857142857142858,BIAS3,3,-1.0084033613445342,-1.5126050420168013
2382,2026-03-02,-3.9867109634551534,False,-9.634551495016607,0.0,BIAS3,1,-2.1594684385382035,-2.657807308970095
2382,2026-04-09,2.8753993610223683,True,-1.9169329073482455,-0.31948881789137795,BIAS3,4,-1.4376996805111841,-1.9169329073482455
