Ticker,T_action,FWD10,Winner,MAE10,B3Cross,B5Cross,B10Cross,B20Cross,B3Lag,B5Lag,B10Lag,B20Lag,B3CloseDist,B5CloseDist,B10CloseDist,B20CloseDist,B3LowDist,B5LowDist,B10LowDist,B20LowDist,CascadeDepth,Ordered35,Ordered3510,Ordered351020
2603,2026-05-06,0.2358490566037652,True,-7.783018867924529,True,True,True,True,2,5.0,7.0,7.0,-0.2358490566037763,-0.9433962264150941,-5.424528301886788,-5.424528301886788,-0.4716981132075526,-1.1792452830188704,-5.424528301886788,-5.424528301886788,4,True,True,True
2382,2023-01-04,5.825249190739212,True,-1.386962581363893,True,True,True,True,5,1.0,1.0,1.0,2.080443872045845,-1.2482684395644483,-1.2482684395644483,-1.2482684395644483,1.664361446647522,-1.386962581363893,-1.386962581363893,-1.386962581363893,4,False,False,False
2382,2023-01-10,2.8378357758393147,True,-0.9459418219489035,True,True,False,False,1,7.0,,,-0.5405426025390625,0.9459418219488924,,,-0.9459418219489035,0.9459418219488924,,,2,True,False,False
2382,2023-01-16,4.588396215779045,True,0.0,True,True,False,False,3,3.0,,,0.8097145566482666,0.8097145566482666,,,0.8097145566482666,0.8097145566482666,,,2,True,False,False
2382,2023-10-06,-17.878192534381142,False,-21.807465618860512,True,True,True,True,1,1.0,1.0,3.0,-6.483300589390961,-6.483300589390961,-6.483300589390961,-11.198428290766206,-6.483300589390961,-6.483300589390961,-6.483300589390961,-12.770137524557956,4,True,True,True
2382,2023-11-20,-6.839622641509435,False,-8.9622641509434,True,True,True,True,2,2.0,2.0,3.0,-1.650943396226412,-1.650943396226412,-1.650943396226412,-4.009433962264152,-1.8867924528301883,-1.8867924528301883,-1.8867924528301883,-4.245283018867929,4,True,True,True
2382,2023-11-21,-10.344827586206897,False,-11.494252873563216,True,True,True,True,1,1.0,1.0,2.0,-4.137931034482756,-4.137931034482756,-4.137931034482756,-6.436781609195408,-4.367816091954024,-4.367816091954024,-4.367816091954024,-6.666666666666665,4,True,True,True
2382,2023-12-21,0.0,False,-3.0162412993039456,True,True,True,False,4,7.0,7.0,,0.0,-0.696055684454755,-0.696055684454755,,-0.696055684454755,-0.9280742459396807,-0.9280742459396807,,3,True,True,False
2382,2023-12-28,6.451612903225801,True,-3.686635944700456,True,True,True,False,2,2.0,2.0,,-1.382488479262678,-1.382488479262678,-1.382488479262678,,-1.6129032258064502,-1.6129032258064502,-1.6129032258064502,,3,True,True,False
2382,2023-12-29,0.8908685968819663,True,-6.904231625835189,True,True,True,False,1,1.0,1.0,,-4.677060133630285,-4.677060133630285,-4.677060133630285,,-4.899777282850781,-4.899777282850781,-4.899777282850781,,3,True,True,False
2382,2024-03-22,11.456310679611658,True,-2.5242718446601975,True,True,False,False,1,10.0,,,-0.9708737864077666,11.456310679611658,,,-0.9708737864077666,9.902912621359228,,,2,True,False,False
2382,2024-06-19,-2.531645569620256,False,-7.120253164556967,True,True,True,False,2,3.0,6.0,,1.1075949367088667,-3.797468354430378,-3.4810126582278444,,-1.5822784810126556,-3.797468354430378,-5.379746835443033,,3,True,True,False
2382,2024-06-20,-6.36363636363636,False,-11.060606060606059,True,True,True,False,1,2.0,5.0,,-3.1818181818181857,-7.878787878787874,-7.57575757575758,,-5.757575757575761,-7.878787878787874,-9.393939393939398,,3,True,True,False
2382,2024-10-09,11.517367458866534,True,0.9140767824497242,True,True,False,False,10,10.0,,,11.517367458866534,11.517367458866534,,,10.968921389396712,10.968921389396712,,,2,True,False,False
2382,2024-10-11,9.92907801418439,True,-1.2411347517730542,True,True,False,False,9,9.0,,,8.15602836879432,8.15602836879432,,,7.624113475177308,7.624113475177308,,,2,True,False,False
2382,2026-02-10,1.403508771929829,True,-1.403508771929829,True,True,True,True,2,2.0,8.0,8.0,-0.5263157894736858,-0.5263157894736858,-1.403508771929829,-1.403508771929829,-0.8771929824561431,-0.8771929824561431,-1.403508771929829,-1.403508771929829,4,True,True,True
2382,2026-02-25,-3.025210084033614,False,-8.571428571428575,True,True,True,True,3,4.0,4.0,4.0,-1.0084033613445342,-5.5462184873949605,-5.5462184873949605,-5.5462184873949605,-1.5126050420168013,-5.5462184873949605,-5.5462184873949605,-5.5462184873949605,4,True,True,True
