Ticker,T_action,FWD10,Winner,WarningDate,WarningLag,BiasPersistence,RecoveryLag,MTMFollowLag,DMFollowLag,WarningCloseDist,WarningLowDist,PostWarningMAE,Transient,Persistent,Cascade2,Cascade3,State
2330,2024-01-25,5.607476635514019,True,2024-01-30,3,3,3.0,1.0,,0.0,0.0,-3.5825545171339512,False,True,True,False,CASCADE_2
2330,2024-09-20,3.802672147995878,True,2024-09-27,5,3,3.0,1.0,,2.7749229188078095,2.7749229188078095,-1.6443987667009274,False,True,True,False,CASCADE_2
2330,2024-09-24,5.876393110435663,True,2024-09-27,3,3,3.0,1.0,,1.317122593718345,1.317122593718345,-3.039513677811545,False,True,True,False,CASCADE_2
2330,2024-09-25,3.9800995024875663,True,2024-09-27,2,3,3.0,1.0,,-0.497512437810943,-0.497512437810943,-4.7761194029850795,False,True,True,False,CASCADE_2
2330,2025-01-07,-0.8849557522123908,False,2025-01-08,1,4,4.0,1.0,3.0,-2.212389380530977,-2.212389380530977,-5.752212389380529,False,True,True,True,CASCADE_3
2330,2025-06-11,0.4694835680751241,True,2025-06-12,1,3,3.0,1.0,7.0,-1.8779342723004744,-1.8779342723004744,-4.694835680751175,False,True,True,True,CASCADE_3
2330,2025-08-12,-0.4237288135593209,False,2025-08-14,2,2,2.0,0.0,1.0,-0.4237288135593209,-0.4237288135593209,-3.8135593220338992,False,True,True,True,CASCADE_3
2330,2025-09-09,11.66666666666667,True,2025-09-17,6,1,1.0,2.0,,5.41666666666667,5.41666666666667,5.41666666666667,True,False,True,False,CASCADE_2
2330,2025-09-10,9.387755102040815,True,2025-09-17,5,1,1.0,2.0,,3.2653061224489743,3.2653061224489743,3.2653061224489743,True,False,True,False,CASCADE_2
2330,2025-09-11,6.451612903225801,True,2025-09-17,4,1,1.0,2.0,,2.016129032258074,2.016129032258074,2.016129032258074,True,False,True,False,CASCADE_2
2330,2025-09-16,3.515625,True,2025-09-17,1,1,1.0,2.0,,-1.171875,-1.171875,-1.171875,True,False,True,False,CASCADE_2
2330,2025-12-10,-0.6644518272425293,False,2025-12-11,1,6,6.0,0.0,3.0,-2.3255813953488413,-2.657807308970095,-5.980066445182719,False,True,True,True,CASCADE_3
2330,2026-04-09,6.39386189258313,True,2026-04-17,6,2,2.0,0.0,,3.8363171355498826,3.8363171355498826,3.5805626598465423,False,True,True,False,CASCADE_2
2454,2021-12-27,-5.676855895196509,False,2022-01-03,4,2,2.0,0.0,4.0,0.4366812227074135,0.0,-6.986899563318783,False,True,True,True,CASCADE_3
2454,2022-02-17,-9.292035398230093,False,2022-02-18,1,1,1.0,2.0,3.0,-0.8849557522123908,-2.212389380530977,-9.292035398230091,True,False,True,True,CASCADE_3
2454,2022-05-30,0.2277904328018332,True,2022-06-02,3,1,1.0,2.0,,2.277904328018221,2.1640091116173155,-1.3667425968109326,True,False,True,False,CASCADE_2
2454,2022-05-31,-2.3204419889502725,False,2022-06-02,2,1,1.0,2.0,,-0.7734806629834279,-0.8839779005524906,-4.3093922651933685,True,False,True,False,CASCADE_2
2454,2022-06-08,-13.2258064516129,False,2022-06-13,3,2,2.0,0.0,3.0,-4.623655913978498,-4.8387096774193505,-13.440860215053762,False,True,True,True,CASCADE_3
2454,2023-03-06,-1.7857142857142905,False,2023-03-08,2,3,3.0,0.0,3.0,-2.0408163265306145,-2.423469387755106,-5.229591836734693,False,True,True,True,CASCADE_3
2454,2023-05-22,7.659574468085117,True,2023-05-25,3,1,1.0,6.0,,0.42553191489360653,0.14184397163119478,0.14184397163119478,True,False,True,False,CASCADE_2
2454,2023-05-23,5.72625698324023,True,2023-05-25,2,1,1.0,6.0,,-1.1173184357541888,-1.3966480446927387,-1.3966480446927387,True,False,True,False,CASCADE_2
2454,2023-09-05,7.660167130919215,True,2023-09-06,1,1,1.0,2.0,,-0.835654596100277,-0.835654596100277,-2.36768802228412,True,False,True,False,CASCADE_2
2454,2024-02-15,13.683127572016463,True,2024-02-19,2,1,1.0,8.0,,-0.92592592592593,-2.1604938271604923,-2.1604938271604923,True,False,True,False,CASCADE_2
2454,2025-07-09,5.535055350553497,True,2025-07-14,3,2,2.0,1.0,,2.2140221402213944,2.2140221402213944,1.845018450184499,False,True,True,False,CASCADE_2
2454,2025-07-10,2.1428571428571352,True,2025-07-14,2,2,2.0,1.0,,-1.0714285714285676,-1.0714285714285676,-1.4285714285714235,False,True,True,False,CASCADE_2
2454,2025-09-09,-8.94039735099338,False,2025-09-11,2,1,1.0,1.0,7.0,-1.9867549668874163,-1.9867549668874163,-8.94039735099338,True,False,True,True,CASCADE_3
2454,2025-09-16,-16.28664495114006,False,2025-09-18,2,9,,1.0,2.0,-1.6286644951140072,-2.6058631921824116,-16.28664495114006,False,True,True,True,CASCADE_3
2454,2026-01-05,-2.622950819672132,False,2026-01-06,1,4,4.0,2.0,3.0,-2.622950819672132,-2.950819672131144,-7.21311475409836,False,True,True,True,CASCADE_3
0050,2021-12-24,3.1457531660253224,True,2021-12-30,4,1,1.0,5.0,,1.7126857014856167,1.6078315293188927,1.6078315293188927,True,False,True,False,CASCADE_2
0050,2021-12-27,2.878952015949188,True,2021-12-30,3,1,1.0,5.0,,0.9365287274899936,0.8324746845934872,0.8324746845934872,True,False,True,False,CASCADE_2
0050,2022-06-08,-7.220499092706268,False,2022-06-10,2,7,7.0,0.0,2.0,-1.319879299190363,-1.8633551778057589,-7.336959901964645,False,True,True,True,CASCADE_3
0050,2022-11-09,10.622008109206792,True,2022-11-17,6,3,3.0,1.0,,9.617227800725182,7.990429161838386,7.990429161838386,False,True,True,False,CASCADE_2
0050,2022-11-11,7.064217383708438,True,2022-11-17,4,3,3.0,1.0,,5.091745919043866,3.53210869185423,3.53210869185423,False,True,True,False,CASCADE_2
0050,2023-03-23,-0.8206811756443222,False,2023-03-27,2,3,3.0,1.0,,-0.3282737225178356,-0.5334440164289078,-1.395155494075162,False,True,True,False,CASCADE_2
0050,2023-05-18,2.4559966946577694,True,2023-05-22,2,3,3.0,2.0,,0.12280108391740097,-0.0409357766133156,-0.8596013414992387,False,True,True,False,CASCADE_2
0050,2023-12-15,1.3089005534363984,True,2023-12-19,2,1,1.0,2.0,2.0,-0.224385234559088,-0.7105437321812014,-1.2341016710143426,True,False,True,True,CASCADE_3
0050,2024-09-24,3.8648615656672094,True,2024-09-30,4,3,3.0,0.0,,-0.567569217166386,-0.567569217166386,-1.0810810810810811,False,True,True,False,CASCADE_2
0050,2024-09-25,2.423437044877663,True,2024-09-30,3,3,3.0,0.0,,-2.0239696680467656,-2.0239696680467656,-2.5299600532623145,False,True,True,False,CASCADE_2
0050,2025-01-07,-2.78864829669655,False,2025-01-08,1,6,6.0,1.0,3.0,-1.4921662837785399,-1.638938818375446,-5.210368989481429,False,True,True,True,CASCADE_3
0050,2025-09-09,8.441556787110605,True,2025-09-17,6,1,1.0,,,4.5454487548870715,4.359922834126073,4.359922834126073,True,False,False,False,TRANSIENT_BIAS
0050,2025-09-10,6.278436242108798,True,2025-09-17,5,1,1.0,,,2.5477664999885574,2.365785657890873,2.365785657890873,True,False,False,False,TRANSIENT_BIAS
0050,2025-09-16,2.3788519367772487,True,2025-09-17,1,1,1.0,7.0,,-0.7048485037513874,-0.8810572687224627,-0.8810572687224627,True,False,True,False,CASCADE_2
0050,2025-12-08,-0.4709564104669272,False,2025-12-11,3,6,6.0,0.0,4.0,-0.5494541359911564,-0.7849293469567753,-3.3751985873283874,False,True,True,True,CASCADE_3
0050,2026-02-11,-4.663210643045323,False,2026-03-02,5,3,3.0,1.0,3.0,4.080313018653081,2.525912765183236,-7.189113525592761,False,True,True,True,CASCADE_3
0050,2026-02-24,-1.5113407488356323,False,2026-03-02,3,3,3.0,1.0,3.0,1.1964696851202827,-0.31486145490629003,-9.760705102095034,False,True,True,True,CASCADE_3
2603,2022-04-21,5.841924398625431,True,2022-04-25,2,2,2.0,0.0,,-4.123711340206182,-4.467353951890029,-8.591065292096223,False,True,True,False,CASCADE_2
2603,2022-05-04,-9.24092409240924,False,2022-05-09,3,4,4.0,0.0,3.0,-2.970297029702973,-2.970297029702973,-10.89108910891089,False,True,True,True,CASCADE_3
2603,2022-11-14,1.2861736334405238,True,2022-11-16,2,4,4.0,1.0,,-0.6430868167202619,-1.2861736334405127,-5.787781350482312,False,True,True,False,CASCADE_2
2603,2022-12-22,-7.288629737609331,False,2022-12-23,1,5,5.0,1.0,4.0,-2.3323615160349864,-3.498542274052474,-9.037900874635573,False,True,True,True,CASCADE_3
2603,2023-03-01,7.051282051282048,True,2023-03-08,5,1,1.0,0.0,,3.205128205128216,3.205128205128216,1.6025641025640969,True,False,True,False,CASCADE_2
2603,2023-06-12,1.2861736334405238,True,2023-06-19,5,4,4.0,2.0,,4.180064308681675,4.180064308681675,0.3215434083601254,False,True,True,False,CASCADE_2
2603,2023-06-14,-42.10526315789473,False,2023-06-19,3,4,4.0,2.0,6.0,0.3095975232198178,0.3095975232198178,-44.582043343653254,False,True,True,True,CASCADE_3
2603,2023-09-14,5.936073059360725,True,2023-09-19,3,1,1.0,1.0,,5.936073059360725,4.109589041095885,4.109589041095885,True,False,True,False,CASCADE_2
2603,2023-09-15,-4.2194092827004255,False,2023-09-19,2,1,1.0,1.0,,-2.1097046413502074,-3.797468354430378,-5.485232067510548,True,False,True,False,CASCADE_2
2603,2023-12-04,19.409282700421947,True,2023-12-06,2,2,2.0,1.0,,-1.2658227848101222,-2.5316455696202556,-2.9535864978902926,False,True,True,False,CASCADE_2
2603,2023-12-08,29.11392405063291,True,2023-12-14,4,1,1.0,,,8.860759493670889,7.594936708860756,7.594936708860756,True,False,False,False,TRANSIENT_BIAS
2603,2024-02-29,10.876132930513592,True,2024-03-06,4,1,1.0,,,3.6253776435045237,3.0211480362537735,3.0211480362537735,True,False,False,False,TRANSIENT_BIAS
2603,2024-04-26,9.89304812834224,True,2024-05-02,3,5,5.0,0.0,3.0,-2.941176470588236,-3.208556149732622,-8.021390374331549,False,True,True,True,CASCADE_3
2603,2024-08-13,2.8011204481792618,True,2024-08-21,6,1,1.0,4.0,,5.042016806722693,4.201680672268915,2.2408963585434094,True,False,True,False,CASCADE_2
2603,2024-08-14,0.8264462809917328,True,2024-08-21,5,1,1.0,4.0,,3.305785123966931,2.4793388429751984,-0.27548209366391463,True,False,True,False,CASCADE_2
2603,2024-08-16,1.0752688172043,True,2024-08-21,3,1,1.0,4.0,,0.8064516129032251,0.0,-2.6881720430107503,True,False,True,False,CASCADE_2
2603,2024-09-18,-0.5347593582887722,False,2024-09-26,6,1,1.0,2.0,,10.160427807486627,9.625668449197855,-1.0695187165775444,True,False,True,False,CASCADE_2
2603,2024-09-20,0.0,False,2024-09-26,4,1,1.0,2.0,5.0,8.994708994709,8.465608465608465,-3.1746031746031744,True,False,True,True,CASCADE_3
2603,2024-09-24,-8.823529411764708,False,2024-09-26,2,1,1.0,2.0,5.0,0.9803921568627416,0.4901960784313708,-10.29411764705882,True,False,True,True,CASCADE_3
2603,2024-09-25,-10.739856801909308,False,2024-09-26,1,1,1.0,2.0,5.0,-1.670644391408116,-2.1479713603818618,-12.649164677804292,True,False,True,True,CASCADE_3
2603,2025-12-19,2.156334231805923,True,2025-12-31,7,1,1.0,0.0,,2.42587601078168,2.156334231805923,2.156334231805923,True,False,True,False,CASCADE_2
2603,2025-12-23,4.0322580645161255,True,2025-12-31,5,1,1.0,0.0,,2.1505376344086002,1.8817204301075252,1.8817204301075252,True,False,True,False,CASCADE_2
2603,2026-02-25,10.15625,True,2026-03-04,4,2,2.0,1.0,,9.114583333333325,7.8125,5.729166666666674,False,True,True,False,CASCADE_2
2603,2026-05-05,-5.288461538461542,False,2026-05-08,3,1,1.0,3.0,5.0,1.6826923076923128,1.4423076923076872,-6.009615384615385,True,False,True,True,CASCADE_3
2603,2026-05-06,0.2358490566037652,True,2026-05-08,2,1,1.0,3.0,5.0,-0.2358490566037763,-0.4716981132075526,-7.783018867924529,True,False,True,True,CASCADE_3
2382,2023-01-04,5.825249190739212,True,2023-01-11,5,2,2.0,1.0,,2.080443872045845,1.664361446647522,1.664361446647522,False,True,True,False,CASCADE_2
2382,2023-01-10,2.8378357758393147,True,2023-01-11,1,2,2.0,1.0,,-0.5405426025390625,-0.9459418219489035,-0.9459418219489035,False,True,True,False,CASCADE_2
2382,2023-01-16,4.588396215779045,True,2023-01-31,3,1,1.0,,,0.8097145566482666,0.8097145566482666,0.8097145566482666,True,False,False,False,TRANSIENT_BIAS
2382,2023-10-06,-17.878192534381142,False,2023-10-11,1,9,9.0,0.0,2.0,-6.483300589390961,-6.483300589390961,-21.807465618860512,False,True,True,True,CASCADE_3
2382,2023-11-20,-6.839622641509435,False,2023-11-22,2,5,5.0,1.0,3.0,-1.650943396226412,-1.8867924528301883,-8.9622641509434,False,True,True,True,CASCADE_3
2382,2023-11-21,-10.344827586206897,False,2023-11-22,1,5,5.0,1.0,3.0,-4.137931034482756,-4.367816091954024,-11.494252873563216,False,True,True,True,CASCADE_3
2382,2023-12-21,0.0,False,2023-12-27,4,1,1.0,3.0,,0.0,-0.696055684454755,-3.0162412993039456,True,False,True,False,CASCADE_2
2382,2023-12-28,6.451612903225801,True,2024-01-02,2,2,2.0,0.0,,-1.382488479262678,-1.6129032258064502,-3.686635944700456,False,True,True,False,CASCADE_2
2382,2023-12-29,0.8908685968819663,True,2024-01-02,1,2,2.0,0.0,,-4.677060133630285,-4.899777282850781,-6.904231625835189,False,True,True,False,CASCADE_2
2382,2024-03-22,11.456310679611658,True,2024-03-25,1,2,2.0,1.0,,-0.9708737864077666,-0.9708737864077666,-2.5242718446601975,False,True,True,False,CASCADE_2
2382,2024-06-19,-2.531645569620256,False,2024-06-21,2,3,3.0,1.0,8.0,1.1075949367088667,-1.5822784810126556,-7.120253164556967,False,True,True,True,CASCADE_3
2382,2024-06-20,-6.36363636363636,False,2024-06-21,1,3,3.0,1.0,8.0,-3.1818181818181857,-5.757575757575761,-11.060606060606059,False,True,True,True,CASCADE_3
2382,2024-10-09,11.517367458866534,True,2024-10-24,10,1,,0.0,,11.517367458866534,10.968921389396712,10.968921389396712,False,False,True,False,CASCADE_2
2382,2024-10-11,9.92907801418439,True,2024-10-24,9,2,,0.0,,8.15602836879432,7.624113475177308,7.624113475177308,False,True,True,False,CASCADE_2
2382,2026-02-10,1.403508771929829,True,2026-02-23,2,2,2.0,0.0,,-0.5263157894736858,-0.8771929824561431,-1.403508771929829,False,True,True,False,CASCADE_2
2382,2026-02-25,-3.025210084033614,False,2026-03-03,3,2,2.0,0.0,4.0,-1.0084033613445342,-1.5126050420168013,-8.571428571428575,False,True,True,True,CASCADE_3
2382,2026-03-02,-3.9867109634551534,False,2026-03-03,1,2,2.0,0.0,4.0,-2.1594684385382035,-2.657807308970095,-9.634551495016607,False,True,True,True,CASCADE_3
2382,2026-04-09,2.8753993610223683,True,2026-04-15,4,1,1.0,0.0,,-1.4376996805111841,-1.9169329073482455,-1.9169329073482455,True,False,True,False,CASCADE_2
